customer_id,customer_age,monthly_recharge,call_minutes,sms_count,support_calls,internet_speed_mbps,roaming_usage_gb,tenure_months,device_type,plan_type,network_type,region,payment_method,monthly_data_usage
244,23.0,,10.0,479,2,40,6.513880549726756,63,Other,Prepaid,5G,East,UPI,9.710869691593597
245,65.0,1048.0,1713.0,580,3,200,6.362889758166533,40,iOS,Prepaid,3G,West,Card,50.16816993117291
246,31.0,,1034.0,585,3,40,0.6446718702430898,95,,Prepaid,4G,South,Card,31.7177708611257
247,16.0,220.0,855.0,337,2,10,1.4021482625090935,101,Android,Postpaid,3G,North,UPI,28.199136558195875
248,34.0,1582.0,839.0,489,11,20,12.412813095196713,102,,Postpaid,5G,West,Cash,66.05877574663461
249,55.0,122.0,1804.0,434,7,200,6.916304401750505,20,iOS,Prepaid,3G,East,Card,77.6947413066019
250,60.0,884.0,1203.0,590,5,100,0.021705366510181845,116,,Postpaid,4G,West,Card,31.0395580420106
251,64.0,1844.0,1226.0,271,11,100,11.636883181042814,26,Android,Prepaid,4G,West,Card,79.14442765276985
252,,2118.0,1060.0,39,0,20,8.684640341413367,80,iOS,Prepaid,5G,South,Card,56.04674915557044
253,60.0,1588.0,,652,0,10,10.362992307884427,113,iOS,Prepaid,4G,,UPI,34.558738740334576
254,25.0,1712.0,803.0,652,11,200,11.27851396893818,16,Other,Prepaid,5G,South,UPI,105.16354287381573
255,62.0,2403.0,1582.0,225,0,100,2.092310675507894,102,iOS,Postpaid,3G,North,Cash,66.66428110144645
256,50.0,1430.0,1800.0,191,11,10,7.034858550413341,14,iOS,Postpaid,3G,South,Cash,29.877098144338575
257,64.0,638.0,1445.0,509,7,20,3.5046452468712843,52,Android,Prepaid,3G,North,UPI,18.44485338046297
258,59.0,2392.0,1618.0,526,5,40,7.126533832000464,3,Android,Postpaid,4G,West,Card,41.12678938866776
259,21.0,1597.0,327.0,689,5,200,2.552369665367074,106,Other,Prepaid,4G,West,Card,64.65444732726455
260,37.0,1607.0,912.0,8,0,10,13.388944237089508,87,iOS,Postpaid,5G,East,Card,40.78776648860852
261,32.0,2028.0,169.0,109,11,100,12.471997896856044,9,Android,Prepaid,3G,East,Card,70.0025921254128
262,57.0,2341.0,299.0,188,4,200,8.88086352267998,117,,Prepaid,5G,North,UPI,97.97678790539868
263,27.0,1677.0,1697.0,330,6,40,8.38707228689427,72,Other,Postpaid,5G,South,Card,42.99007805732709
264,58.0,1856.0,,177,4,100,14.321863822772906,79,iOS,Prepaid,3G,South,Cash,62.08322745007454
265,48.0,2400.0,1319.0,156,14,200,10.136807189812684,12,iOS,Prepaid,5G,West,Card,90.43024395501205
266,56.0,2076.0,805.0,43,8,40,6.3109047043961315,78,iOS,Prepaid,4G,South,Card,46.1091850280366
267,52.0,1300.0,482.0,559,0,100,4.725760263623578,111,Android,Prepaid,4G,South,UPI,32.87725138467897
268,,2239.0,972.0,669,5,20,9.547582583009781,91,iOS,Prepaid,3G,West,UPI,48.7212534683382
269,,1053.0,866.0,343,10,40,10.23715326303933,20,Other,Prepaid,5G,South,Card,41.14468949084312
270,59.0,277.0,1046.0,170,4,100,12.335328802999342,28,Android,Postpaid,4G,North,Card,27.312772615860176
271,45.0,2123.0,1480.0,30,12,40,14.45208164308191,88,Other,Prepaid,3G,South,Card,62.79975224626136
272,65.0,318.0,,535,12,200,10.235756940533587,86,Android,Postpaid,3G,East,UPI,47.79698339432319
273,62.0,,321.0,498,0,20,13.238780518829877,112,Android,Postpaid,5G,East,UPI,27.10029038473519
274,58.0,897.0,1758.0,461,13,100,6.6078588425622815,11,iOS,Postpaid,5G,West,Card,59.911662454872676
275,68.0,503.0,494.0,140,14,200,11.397949103741443,5,iOS,Prepaid,3G,North,Card,72.01103556950399
276,64.0,168.0,1374.0,515,2,100,1.3816726518073452,87,iOS,Postpaid,5G,East,Card,37.52414453171696
277,47.0,2496.0,1861.0,314,7,100,12.232503694832388,85,iOS,Prepaid,4G,South,Card,45.57335816944238
278,23.0,1037.0,989.0,12,9,100,1.666436317602456,29,iOS,Prepaid,3G,North,Cash,36.66192772304027
279,44.0,1075.0,237.0,43,11,10,2.268427369968013,119,Android,Prepaid,5G,East,UPI,17.81811233007251
280,63.0,883.0,175.0,574,3,200,8.666121757552926,45,iOS,Prepaid,3G,East,UPI,78.4364481610163
281,66.0,1746.0,645.0,216,3,40,7.375842360741881,80,Other,Prepaid,5G,West,Cash,54.072268198183565
282,64.0,385.0,413.0,136,8,40,9.500466619918283,51,iOS,Prepaid,5G,South,Card,38.608533894339764
283,30.0,101.0,1933.0,579,11,40,2.066542338421761,96,Other,Postpaid,3G,East,Card,18.939420029133895
284,63.0,1938.0,1395.0,520,2,10,11.615310495626487,56,Android,Postpaid,5G,West,Cash,74.62899454359123
285,29.0,452.0,548.0,256,11,100,6.113081748150622,119,Other,Postpaid,4G,West,Cash,9.625061219119708
286,35.0,597.0,451.0,213,14,100,11.632181134285291,24,,Prepaid,4G,East,Cash,29.49217827879287
287,57.0,1063.0,1635.0,545,4,40,14.317000216880126,116,iOS,Prepaid,5G,East,UPI,26.648486860896934
288,29.0,1369.0,404.0,669,2,10,2.146720870925874,72,Other,Postpaid,3G,East,Card,20.035587283916463
289,40.0,1892.0,778.0,612,3,20,3.1221201210474896,86,Android,Prepaid,5G,East,Card,44.29634959876304
290,19.0,1331.0,1986.0,8,0,40,13.001479494709052,40,Other,Postpaid,3G,North,UPI,52.18078264046091
291,23.0,1404.0,1240.0,438,3,20,4.346039107091098,16,Other,Prepaid,4G,,Cash,46.722586103150874
292,65.0,1250.0,142.0,157,2,100,5.063240424180202,86,,Prepaid,4G,East,UPI,65.26361362823144
293,58.0,1851.0,588.0,153,3,100,5.800457163575913,66,Other,Prepaid,5G,North,UPI,71.63064717994907
294,48.0,1670.0,1642.0,63,0,10,1.1476898436553595,60,Other,Postpaid,3G,North,Card,40.33396527657736
295,49.0,1688.0,441.0,62,9,20,4.458168327252592,99,Android,Prepaid,5G,South,UPI,36.1703340801812
296,27.0,423.0,1796.0,684,2,200,2.6903850593212435,7,iOS,Postpaid,3G,South,Cash,41.33824029183609
297,43.0,1488.0,1225.0,97,2,200,12.308452460914152,32,Other,Prepaid,4G,North,UPI,58.83094678823723
298,20.0,369.0,1470.0,116,7,40,9.223002192973473,79,Other,Prepaid,3G,North,Cash,4.5001300696794075
299,54.0,1924.0,1410.0,301,0,100,1.159598810070403,56,iOS,Prepaid,5G,West,Card,80.96648657538998
300,47.0,115.0,1972.0,384,6,100,13.043263205717594,80,iOS,Postpaid,4G,South,UPI,39.53677034141247
301,65.0,2383.0,929.0,332,7,10,9.498451326115267,72,Android,Postpaid,5G,West,UPI,72.68215870521348
302,46.0,485.0,1705.0,637,0,200,4.483293007762773,36,Android,Prepaid,5G,West,UPI,66.67662235830721
303,30.0,1850.0,1741.0,542,11,10,7.451702446169284,92,iOS,Postpaid,5G,West,Card,58.46785620587089
304,60.0,929.0,166.0,314,2,100,13.887917042417898,118,Android,Prepaid,3G,North,Card,42.098368446538075
305,59.0,1337.0,1005.0,381,0,100,0.5608797089639644,47,Other,Postpaid,4G,South,Cash,40.41543058981934
306,28.0,589.0,397.0,90,2,20,3.6002938392647197,50,iOS,Prepaid,5G,West,Cash,120.40136306754356
307,32.0,328.0,782.0,617,11,20,1.154485363101458,32,Other,Postpaid,3G,,Cash,30.114774863476313
308,65.0,2156.0,25.0,229,13,40,13.972633065189692,51,Other,Postpaid,3G,West,Cash,34.17285679975122
309,42.0,2240.0,36.0,348,5,100,4.626017106572117,56,iOS,Postpaid,3G,South,Card,66.24466265063151
310,,1197.0,1865.0,61,13,10,12.730467717917017,84,Android,Postpaid,4G,West,UPI,41.381725454900526
311,59.0,2494.0,169.0,507,14,100,5.563868241037593,63,Android,Postpaid,3G,West,Card,84.43007942818953
312,49.0,783.0,1417.0,587,2,200,12.021860035119376,3,,Postpaid,5G,South,UPI,71.78417643221576
313,24.0,1939.0,1993.0,517,0,100,6.163126184694362,71,Other,Prepaid,3G,East,UPI,72.42934976891628
314,68.0,123.0,837.0,371,13,200,6.458207706130718,111,iOS,Postpaid,3G,West,UPI,39.16382419282439
315,46.0,2075.0,1402.0,224,0,40,6.987591487748687,107,Other,Postpaid,3G,East,Cash,57.541673468410934
316,,338.0,1785.0,423,1,20,8.29210220229442,112,Other,Prepaid,4G,West,Card,30.016850095069444
317,31.0,1500.0,151.0,84,8,10,7.195863180751741,18,Android,Postpaid,5G,,Cash,44.879415634492695
318,38.0,159.0,828.0,110,5,20,3.8906137041638105,58,iOS,Prepaid,5G,South,Card,22.97428698640504
319,69.0,1023.0,1302.0,532,3,40,1.2737100951557823,95,Other,Prepaid,3G,East,UPI,30.319103362324785
320,50.0,1006.0,1602.0,512,0,40,0.9271214916363407,72,Other,Postpaid,4G,West,Card,44.97553421462986
321,28.0,259.0,211.0,576,2,10,9.785420348352414,21,Other,Postpaid,5G,East,Cash,19.159420814951233
322,,1052.0,1733.0,665,9,100,13.380067146617646,87,Android,Postpaid,3G,North,Cash,51.23425110820319
323,60.0,972.0,423.0,249,9,40,13.276151966361734,25,Android,Prepaid,3G,East,Card,58.35018358234602
324,36.0,1163.0,969.0,664,7,200,8.929453122355515,117,iOS,Postpaid,4G,West,UPI,78.1228125486828
325,59.0,666.0,1991.0,642,4,200,14.801978280786178,2,Other,Postpaid,4G,East,Card,80.03760058653806
326,65.0,1662.0,230.0,224,12,20,8.510583539571606,1,iOS,Prepaid,3G,West,UPI,49.21184602687309
327,34.0,402.0,,322,3,20,9.291927514427554,1,iOS,Prepaid,3G,South,UPI,17.453341564311497
328,37.0,1057.0,108.0,591,6,10,13.957007293604912,61,iOS,Postpaid,4G,South,Card,16.430308231284297
329,66.0,316.0,309.0,69,2,100,9.482621829168266,66,iOS,Postpaid,5G,East,UPI,45.99451226503872
330,38.0,1343.0,1173.0,306,8,40,2.9508438642102575,89,Other,Postpaid,4G,West,UPI,54.6447070009407
331,34.0,916.0,611.0,55,1,40,9.56865315617981,108,iOS,Postpaid,5G,South,Cash,201.30661745935495
332,21.0,1653.0,829.0,439,10,20,4.671153202001653,92,Other,Postpaid,4G,East,Cash,26.161424216775128
333,55.0,1537.0,602.0,546,14,10,11.665674477456509,97,iOS,Prepaid,3G,West,UPI,50.92467258663493
334,21.0,1350.0,845.0,259,5,20,8.12731188039551,68,Other,Postpaid,4G,South,Cash,18.976546709495924
335,21.0,403.0,1987.0,97,6,20,14.05351104053291,16,iOS,Postpaid,5G,West,UPI,36.22743212687194
336,22.0,810.0,457.0,34,1,100,10.885417704430193,1,iOS,Prepaid,4G,East,Cash,31.373754603692092
337,47.0,937.0,1475.0,483,13,100,9.592023199184947,75,Other,Postpaid,4G,West,Cash,20.873077548096557
338,45.0,685.0,1450.0,611,9,40,2.175806182050697,79,Other,Prepaid,5G,South,Card,29.85923875455663
339,32.0,1390.0,292.0,76,13,100,14.794369055295292,94,Android,Prepaid,4G,West,UPI,28.1337625856776
340,58.0,2402.0,1197.0,153,12,100,2.7657671737327694,39,Other,Postpaid,3G,West,Cash,67.97861363215847
341,62.0,775.0,1443.0,313,13,10,11.951274706964384,35,iOS,Prepaid,3G,East,UPI,23.71204933133436
342,20.0,2280.0,484.0,63,3,200,12.887201175912002,109,iOS,Prepaid,4G,North,Card,86.08496727230457
343,62.0,2287.0,1053.0,363,4,20,3.361433642595886,7,Other,Postpaid,3G,North,Card,28.346004853241016
344,54.0,1174.0,214.0,646,3,10,1.1658914591086749,56,Android,Prepaid,4G,West,Card,5.308557666003763
345,29.0,1172.0,780.0,287,14,10,1.0948765418677453,109,iOS,Postpaid,4G,North,UPI,29.228012513912418
346,18.0,374.0,554.0,479,0,100,2.920898401357061,115,iOS,Prepaid,4G,East,Cash,25.808266291604912
347,28.0,1773.0,1313.0,11,1,10,2.5804707918046264,88,Other,Postpaid,5G,North,Cash,42.75671243387834
348,40.0,1256.0,655.0,323,12,200,2.2347374681246315,63,Other,Postpaid,3G,West,Cash,80.39970798087407
349,43.0,127.0,918.0,308,12,100,13.940086486270534,72,Other,Prepaid,5G,South,UPI,42.13227156181459
350,32.0,2337.0,1559.0,580,3,10,0.9924116509644881,64,iOS,Postpaid,5G,North,UPI,69.58821069312602
351,62.0,2068.0,436.0,519,7,100,4.647386178856206,57,Other,Postpaid,3G,East,Cash,38.39513404824921
352,21.0,628.0,957.0,471,5,100,2.5163971824774665,64,Other,Prepaid,4G,West,Cash,22.11235038622759
353,56.0,2463.0,862.0,461,7,10,11.908576914817209,35,Other,Postpaid,4G,North,Cash,55.034371674989394
354,45.0,2009.0,1405.0,225,0,200,1.1100504044185815,6,iOS,Postpaid,3G,North,UPI,79.15235158475217
355,25.0,1922.0,1596.0,612,5,100,7.719622723494769,85,Android,Prepaid,4G,North,UPI,49.57527101394385
356,60.0,1065.0,1045.0,302,5,40,8.597028637201937,63,Other,Prepaid,5G,East,Cash,49.643962977528524
357,55.0,394.0,568.0,196,14,100,4.801323031092436,87,Other,Prepaid,5G,West,Cash,38.6085238948692
358,30.0,1854.0,1622.0,507,12,200,4.541150582249837,42,Android,Prepaid,3G,South,UPI,65.87806838225686
359,22.0,1967.0,1892.0,322,1,200,12.278362884768839,60,Android,Postpaid,4G,North,UPI,81.90221342955844
360,18.0,2142.0,,564,10,10,9.535418309562235,118,iOS,Prepaid,3G,South,Cash,38.722690441044115
361,53.0,1285.0,1834.0,190,7,20,13.608417299966966,18,Other,Postpaid,3G,North,Card,45.84353095816288
362,38.0,1822.0,299.0,540,13,20,0.0017137790625287863,65,Android,Prepaid,3G,South,Cash,6.522567888101509
363,65.0,1187.0,673.0,506,7,100,0.7162529776889481,119,,Prepaid,4G,North,Card,32.229588662411146
364,,2072.0,338.0,235,7,40,0.8006134771454321,69,Other,Prepaid,5G,East,UPI,61.50117583874557
365,25.0,1749.0,1387.0,211,14,40,13.064286741787068,111,Android,Prepaid,5G,West,Card,40.880791010360724
366,51.0,2069.0,612.0,424,6,200,10.038318363296332,76,Android,Postpaid,4G,North,Cash,61.33983390010338
367,31.0,2138.0,382.0,656,1,10,4.7234321332549625,111,Other,Postpaid,3G,South,UPI,53.14377794559495
368,36.0,2436.0,1531.0,12,3,20,7.353341157869554,65,Other,Prepaid,4G,West,UPI,41.16841928722951
369,48.0,,1941.0,20,5,100,4.911946454683857,7,Android,Prepaid,3G,West,Card,54.45764817458965
370,,264.0,141.0,334,13,40,3.3328913792823887,6,Other,Prepaid,3G,West,UPI,32.66767524374269
371,37.0,508.0,1294.0,429,0,10,9.857049878856271,3,Android,Postpaid,4G,South,Cash,32.16667608920406
372,22.0,729.0,1963.0,658,2,200,6.064416071709534,59,Other,Prepaid,5G,East,UPI,76.71297279713451
373,36.0,1629.0,1899.0,553,8,20,10.925453367360253,78,iOS,Prepaid,3G,East,UPI,36.63115901879871
374,,1242.0,611.0,270,2,10,6.4602413005310915,32,Android,Prepaid,4G,West,Card,26.306371540056055
375,36.0,882.0,,50,3,40,12.558972041242926,8,Other,Postpaid,3G,East,Card,26.720826871272408
376,49.0,894.0,1664.0,589,8,200,14.380995971492762,101,Other,Postpaid,3G,South,UPI,43.880883908491285
377,37.0,1073.0,239.0,435,8,20,12.957520165129758,63,,Prepaid,5G,North,Cash,27.809515707336235
378,18.0,985.0,1290.0,332,7,10,6.389772930011722,54,Android,Prepaid,5G,South,Cash,41.31336981968967
379,27.0,448.0,753.0,36,8,200,14.174920249250286,33,,Prepaid,4G,West,Card,60.10854213708175
380,63.0,1508.0,,203,8,10,7.789435324314526,38,Android,Prepaid,5G,East,Cash,41.51235310063744
381,27.0,1635.0,382.0,15,3,10,9.354158490471308,91,iOS,Postpaid,5G,South,Card,30.330235738617656
382,52.0,1189.0,1878.0,253,9,200,0.8487832856923588,110,Other,Postpaid,5G,East,Cash,91.82881815105844
383,24.0,711.0,992.0,58,1,10,13.554182961557286,28,Other,Postpaid,5G,East,Card,28.66255412850346
384,61.0,701.0,175.0,164,5,10,10.488002074599853,96,iOS,Prepaid,3G,,Card,31.242085260003606
385,59.0,686.0,1603.0,242,10,100,11.809045692479549,69,iOS,Prepaid,4G,West,Cash,55.70077048570788
386,23.0,1212.0,848.0,311,3,100,1.2780858766684589,53,iOS,Postpaid,5G,North,Cash,61.9034479595067
387,69.0,1220.0,734.0,579,4,20,2.063047773112605,14,Other,Postpaid,4G,East,Card,44.227574936663764
388,23.0,1065.0,1214.0,293,6,10,1.0495750649889057,35,iOS,Postpaid,5G,West,UPI,50.11961416832834
389,37.0,2408.0,861.0,357,13,10,10.915735896732674,85,Android,Prepaid,3G,South,UPI,43.70737309056083
390,35.0,1660.0,1853.0,413,8,40,12.852868131706774,8,Android,Prepaid,4G,North,Cash,310.71103392660814
391,55.0,605.0,1983.0,323,14,200,9.579596438979248,87,iOS,Prepaid,3G,South,Cash,70.00372722814787
392,38.0,1239.0,1423.0,26,13,40,10.43907766083251,91,Other,Postpaid,4G,East,Cash,26.57114286379216
393,61.0,1226.0,920.0,84,14,20,12.472839729874412,106,Android,Prepaid,4G,South,Card,43.27454913794866
394,66.0,1508.0,1081.0,74,7,10,13.957524878624092,79,iOS,Prepaid,3G,South,UPI,29.772310869618977
395,51.0,125.0,1558.0,99,10,200,6.031413582168769,40,Android,Prepaid,3G,East,Cash,47.06094547033773
396,33.0,173.0,1048.0,534,9,20,7.288162993705248,80,iOS,Postpaid,5G,North,UPI,34.04618058335379
397,49.0,1417.0,1706.0,584,11,100,1.695874185144809,23,Android,Prepaid,3G,East,Card,40.29039375188666
398,24.0,894.0,1475.0,592,12,20,6.7641204629669796,18,Android,Postpaid,3G,North,UPI,17.552598367287636
399,68.0,2467.0,1324.0,181,13,200,5.324155582601057,60,Android,Postpaid,4G,South,Cash,85.27570867905114
400,31.0,858.0,968.0,436,12,200,1.8822855309094189,31,Other,Prepaid,4G,North,UPI,59.430166496096426
401,,675.0,1964.0,487,12,10,2.0093178352171104,20,iOS,Postpaid,3G,South,Card,25.720356485352298
402,34.0,877.0,813.0,669,11,100,3.0430476086067397,3,iOS,Postpaid,3G,West,UPI,54.641739146379386
403,43.0,1417.0,782.0,84,14,200,6.973222342970643,72,iOS,Prepaid,3G,East,Card,65.8369769381764
404,33.0,1396.0,688.0,472,2,10,10.214123047535104,90,Other,Postpaid,3G,West,Cash,31.169635004274003
405,42.0,1401.0,749.0,479,10,200,4.142073265145837,53,Other,Prepaid,5G,West,UPI,80.345907669088
406,55.0,681.0,1653.0,163,7,10,12.251626746677985,22,Other,Postpaid,5G,North,Cash,30.259934339394388
407,16.0,511.0,160.0,276,10,10,9.677922002923376,81,Android,Prepaid,3G,South,UPI,30.400073318778826
408,24.0,1610.0,1132.0,217,7,20,9.813755962200942,65,Other,Prepaid,4G,South,Card,58.164794781450894
409,29.0,1137.0,1258.0,183,1,20,11.684893987270703,80,Other,Prepaid,5G,South,Card,44.15520745962138
410,40.0,1255.0,1964.0,677,12,20,4.933564309317098,56,Android,Prepaid,3G,,Card,19.441159460473934
411,28.0,2286.0,717.0,600,0,20,14.60145748762079,24,Other,Postpaid,5G,South,UPI,60.077074518628265
412,,1866.0,528.0,90,4,10,0.9877205963124963,34,Other,Prepaid,5G,South,Cash,32.846118722906404
413,50.0,1616.0,1083.0,203,12,20,0.05925500190062716,17,iOS,Postpaid,5G,West,Cash,20.583981608738522
414,19.0,358.0,785.0,0,0,200,9.71180373494247,14,iOS,Prepaid,4G,West,UPI,54.26588835648902
415,48.0,192.0,719.0,599,10,100,13.320059188782782,53,Other,Postpaid,5G,West,Cash,47.96480380472885
416,42.0,2292.0,1911.0,215,13,10,5.390092787024137,41,Android,Postpaid,3G,North,Card,48.421971213866975
417,33.0,1666.0,1927.0,134,0,20,9.305973964647166,51,Other,Postpaid,5G,East,Card,55.085080021991566
418,27.0,1470.0,443.0,243,12,40,13.089256351155566,85,Android,Postpaid,5G,West,Card,51.076217517492815
419,17.0,2422.0,612.0,516,10,10,6.659416044987975,16,Other,Prepaid,3G,West,Cash,41.68796080031922
420,53.0,2246.0,1127.0,390,11,20,8.11867076637289,88,iOS,Postpaid,4G,East,Card,33.32986016042092
421,53.0,315.0,54.0,485,5,100,13.689239435604183,13,Other,Postpaid,5G,North,Cash,60.12131966479281
422,64.0,1787.0,442.0,629,13,40,13.225585291268827,101,iOS,Postpaid,3G,East,Card,45.471679443744996
423,,2151.0,293.0,527,2,40,5.433557954582017,83,,Prepaid,4G,East,UPI,33.1364561819582
424,43.0,2067.0,986.0,677,7,20,2.046304606859079,22,iOS,Postpaid,4G,North,Card,32.6934472037771
425,35.0,825.0,1619.0,324,1,40,6.765248670278999,115,Android,Postpaid,4G,West,Cash,30.619058119285388
426,,798.0,179.0,273,3,40,6.016846897894285,61,Other,Prepaid,4G,East,Card,20.853320482342127
427,66.0,2069.0,1995.0,571,13,100,12.3923667355489,6,Other,Postpaid,5G,West,UPI,51.98139122169408
428,36.0,982.0,1117.0,45,9,200,3.6267564426710086,33,Other,Postpaid,4G,North,UPI,60.017879503432106
429,18.0,1781.0,,16,2,40,7.994286441539711,59,Other,Postpaid,5G,South,UPI,61.23629663801223
430,63.0,1505.0,218.0,133,1,10,11.529072457976097,1,Other,Postpaid,5G,West,UPI,16.99689186559133
431,24.0,605.0,341.0,470,6,200,14.96789805197277,114,Other,Postpaid,4G,South,Card,318.48756973593936
432,36.0,141.0,,291,5,200,7.756263515636556,5,Android,Prepaid,4G,North,UPI,54.137415859499875
433,64.0,913.0,749.0,240,14,20,6.1159858887001075,8,iOS,Postpaid,3G,West,Cash,-4.2050518133278665
434,,407.0,536.0,280,13,40,6.672580099910639,45,Android,Postpaid,4G,North,Cash,10.585372024304595
435,48.0,1414.0,31.0,181,1,20,8.11473897868534,22,Other,Postpaid,3G,South,Cash,24.154122222551273
436,,1118.0,1418.0,476,2,200,12.42727883407347,71,Other,Prepaid,3G,East,UPI,82.40802651149572
437,18.0,1942.0,1493.0,167,14,20,3.2839713853690684,47,Android,Prepaid,5G,East,Card,66.16729153857035
438,38.0,455.0,468.0,217,14,20,14.64371777466384,75,iOS,Postpaid,5G,East,UPI,26.16127403231772
439,19.0,2226.0,1871.0,219,6,200,12.821910661106392,36,Android,Prepaid,4G,North,Card,83.58113271491548
440,57.0,2472.0,850.0,537,1,100,2.8135096246320295,44,Android,Prepaid,5G,South,UPI,71.93892745086733
441,44.0,811.0,721.0,11,13,20,0.7234678326034089,42,Android,Prepaid,3G,West,Cash,20.357427435128695
442,69.0,156.0,1999.0,448,4,100,0.40172683639881357,41,iOS,Postpaid,3G,South,UPI,27.070679880642547
443,31.0,993.0,1373.0,141,14,20,13.497238269452941,89,Android,Postpaid,3G,South,Cash,31.119586004914144
444,68.0,484.0,759.0,481,1,100,0.046693214012411,95,Android,Prepaid,4G,East,UPI,68.8068073203984
445,61.0,1533.0,8.0,648,11,200,3.426275367472815,88,iOS,Postpaid,4G,West,Card,45.46570587708721
446,54.0,166.0,1624.0,158,7,10,10.177352571642919,65,Other,Prepaid,3G,West,UPI,17.246717055683877
447,25.0,1333.0,347.0,320,7,10,14.405093995304528,94,iOS,Prepaid,5G,South,Card,54.37300041437813
448,,,1719.0,19,1,20,1.5041257883296033,13,Other,Postpaid,4G,North,Cash,14.2282356013527
449,57.0,704.0,,125,1,100,7.427985516843209,55,Android,Postpaid,3G,East,Cash,19.013845033688312
450,52.0,893.0,824.0,535,3,40,10.345656756439421,15,Other,Postpaid,3G,West,UPI,48.33851635512448
451,56.0,203.0,965.0,496,9,20,10.740779627740203,24,Android,Postpaid,4G,South,UPI,3.003258492565749
452,28.0,975.0,1800.0,679,14,200,5.553684460955575,115,Other,Prepaid,3G,East,Cash,80.51861871504263
453,,1946.0,184.0,493,12,40,7.828649567147284,75,iOS,Prepaid,3G,North,UPI,48.510939559938194
454,52.0,1998.0,,20,11,20,13.080290172387853,25,Other,Postpaid,4G,West,UPI,58.82375522395307
455,38.0,918.0,1805.0,398,14,200,14.997540681262164,117,Android,Prepaid,4G,West,Cash,65.09830436612424
456,21.0,1908.0,1254.0,90,8,100,7.422764119987834,30,Other,Postpaid,5G,North,Card,61.888355637213486
457,31.0,2147.0,1942.0,514,9,40,11.142571454356894,44,,Postpaid,3G,West,UPI,27.83848061554006
458,19.0,1946.0,679.0,215,5,20,10.104743265345622,98,,Prepaid,3G,North,Cash,64.07933262540502
459,53.0,2276.0,1852.0,249,11,10,8.23085864577768,89,Other,Postpaid,5G,North,UPI,69.06216327004643
460,66.0,956.0,1142.0,400,0,200,7.243847950095049,36,Other,Postpaid,4G,West,UPI,74.48249960589249
461,38.0,244.0,560.0,439,12,10,12.308688629200443,56,iOS,Prepaid,3G,North,Card,18.178572312629086
462,62.0,2020.0,1413.0,472,11,40,9.992256584277587,33,Android,Postpaid,5G,North,Cash,72.05720016186302
463,30.0,674.0,71.0,30,3,10,11.898399661787586,61,Other,Prepaid,4G,North,UPI,20.967424528164376
464,52.0,2282.0,1566.0,279,2,10,9.330285794751351,65,iOS,Postpaid,4G,,Card,53.129020617683615
465,35.0,1373.0,695.0,303,2,200,0.8593879601935062,5,iOS,Prepaid,5G,West,Card,81.50696818602384
466,,1172.0,24.0,599,1,100,6.229357109789105,76,Android,Postpaid,4G,West,Card,39.590985921746686
467,60.0,2249.0,1298.0,205,14,40,6.069722505350847,60,iOS,Postpaid,5G,South,Card,62.19593567776779
468,53.0,142.0,,593,5,200,0.5399965985834321,54,iOS,Postpaid,4G,North,Card,51.90000749793473
469,62.0,1695.0,999.0,271,4,10,10.400917462690526,40,iOS,Postpaid,4G,West,Cash,34.29821321758946
470,39.0,1855.0,1934.0,671,3,10,11.869026788892784,29,Android,Postpaid,4G,North,Card,44.71360073877628
471,,451.0,,182,12,20,8.156708448401591,37,Other,Postpaid,4G,South,Cash,15.35840475006401
472,40.0,2442.0,19.0,691,9,20,10.722589009960739,60,Android,Prepaid,3G,West,Card,39.47631471493265
473,27.0,,1153.0,462,7,200,4.979300902825819,91,iOS,Postpaid,3G,South,Card,63.13520842543356
474,42.0,1287.0,1799.0,247,11,200,10.721190145305211,8,iOS,Postpaid,3G,West,Cash,97.01447709967096
475,69.0,2170.0,1826.0,572,5,20,7.809998778771138,91,Other,Prepaid,3G,East,Card,56.74981316446355
476,50.0,1962.0,1479.0,589,4,20,0.6556774191962206,67,iOS,Postpaid,5G,South,UPI,62.010287539061984
477,32.0,,146.0,200,10,200,10.722866009148465,68,iOS,Prepaid,4G,North,Cash,87.09971131960864
478,57.0,2480.0,1279.0,374,3,100,8.274549181594054,59,,Prepaid,5G,South,Cash,74.25196114892736
479,35.0,2080.0,1089.0,217,6,20,7.414179827161085,26,Other,Prepaid,4G,,Card,27.974847555278544
480,50.0,916.0,1954.0,329,1,20,4.7070979245781155,96,Android,Prepaid,4G,North,Card,38.15065294965621
481,66.0,,1190.0,647,12,40,13.922755683679576,7,Other,Postpaid,5G,East,Card,39.36658852127842
482,26.0,2146.0,490.0,679,4,100,4.28837186176786,20,iOS,Prepaid,4G,South,Card,72.38265516103806
483,20.0,1082.0,944.0,363,10,200,8.00183421066734,90,Android,Prepaid,4G,North,Cash,38.537381130324206
484,19.0,2074.0,336.0,650,7,200,1.4137238737647373,116,Other,Postpaid,4G,East,Card,68.39298215033058
485,20.0,1825.0,851.0,212,11,10,2.135882855793571,118,Android,Prepaid,3G,North,Card,45.603025265636596
486,56.0,302.0,1606.0,628,7,40,3.176199262497437,47,iOS,Postpaid,4G,South,Card,30.133343947616673
487,23.0,1070.0,110.0,58,4,200,13.115553022389063,102,iOS,Postpaid,5G,North,Card,60.81470689398934
488,58.0,693.0,917.0,216,3,10,4.166245086547418,96,Android,Prepaid,5G,South,Cash,13.582315951538302
